movieId,title,genres,director,plot_keywords,title_cast_short
96498,"dinosaur project, the (2012)",adventure,sidbennett,psychotronic film jungle stowaway crew,richarddillane peterbrooke mattkane
96501,little white lies (les petits mouchoirs) (2010),comedy drama,guillaumecanet,unrequited love vacation secret restaurant,françoiscluzet marioncotillard benoîtmagimel
96504,"manzanar fishing club, the (2012)",adventure documentary,coryshiozaki,documentary adventure,scottsutton bonnieperkinson philipfriedman
96510,"apparition, the (2012)",horror thriller,toddlincoln,lovecraftian supernatural power psychotronic film jump scare,ashleygreene sebastianstan tomfelton
96512,dreams of  a life (2011),documentary,carolmorley,black woman christmas present nelson mandela cleaner,zaweashton alixluka-cain alistairabrahams
96514,life for sale (kotirauha) (2011),drama,markoleino,suicide attempt funeral service funeral paintball,samuliedelmann katariinakaitue santerikinnunen
96516,to mars by a-bomb: the secret history of project orion (2003),documentary,christophersykes,outer space atom bomb,jaromirastl jeremybernstein arthurc.clarke
96518,prime suspect 6: the last witness (2003),drama thriller,liamcunningham,suspect serbian prime suspect bosnian,helenmirren liamcunningham olegmenshikov
96520,prime suspect: the lost child (1995),drama mystery,paulbilling,suspect prime suspect detective mace,helenmirren beatieedney robertglenister
96522,"zero years, the (2005)",drama,nikosnikolaidis,post apocalypse mask hit in the stomach bdsm,vickyharris jennykitseli arhontissamavrakaki
96524,bigfoot lives (2007),adventure documentary drama,todddouglasbailey,bigfoot creature yeti true life adventure,c.thomasbiscardi tommybiscardijr. robertjavabobschmalzbach
96530,conception (2011),comedy romance,joshstolberg,sex talking to the camera low budget film written by director,pamelaadlon davidarquette aaronashmore
96535,french film (2008),comedy romance,aschlinditta,french love male female relationship cross cultural relationship,peteragnelli adrianannis benjaminbellecour
96537,backwoods (bosque de sombras) (2006),drama thriller,jonsagalá,couple spain married couple cabin,garyoldman virginieledoyen paddyconsidine
96547,"model couple, the (le couple témoin) (1977)",comedy,williamklein,male nudity male frontal nudity full frontal male nudity full frontal female nudity,andrédussollier anémone zouc
96563,paradise lost 3: purgatory (2011),documentary,brucesinofsky,west memphis three injustice arkansas murder investigation,garygitchell toddmoore danamoore
96565,bachelorette (2012),comedy,leslyeheadland,bachelorette party stripper wedding dress shop bachelorette,kirstendunst rebelwilson lizzycaplan
96567,"words, the (2012)",drama romance,leesternthal,story within a story writer book narrator,dennisquaid johnhannah jeremyirons
96569,teddy bear (10 timer til paradis) (2012),drama romance,madsmatthiesen,looking at oneself in a mirror thailand pattaya 38 year old,kimkold elsebethsteentoft lamaipornsangmaneehougaard
96574,for my father (sof shavua b'tel aviv) (2008),drama,idodror,market weekend suicide bomber peer pressure,shredijabarin hiliyalon shlomovishinsky
96588,pitch perfect (2012),comedy musical,kaycannon,a cappella female protagonist bechdel test passed hit with a burrito,annakendrick skylarastin benplatt
96590,"cold light of day, the (2012)",action thriller,scottwiper,sailing murder of a police officer duct tape gag held captive,henrycavill verónicaechegui brucewillis
96592,hello i must be going (2012),comedy drama romance,sarahkoskoff,male nudity bare butt male objectification crying woman,melanielynskey blythedanner johnrubinstein
96596,branded (2012),action drama mystery sci-fi,aleksandrdulerayn,advertising agency fast food hamburger hallucination,edstoppard leeleesobieski jeffreytambor
96606,samsara (2011),documentary,ronfricke,subway islam shanghai china trippy,balinesetarilegongdancers nimademegahadipratiwi putisricandradewi
96608,runaway brain (1995) ,animation comedy sci-fi,chrisbailey,pluto the dog character minnie mouse character mickey mouse character 1990s,wayneallwine russitaylor kelseygrammer
96610,looper (2012),action crime sci-fi,rianjohnson,future time travel time loop time traveller,josephgordon-levitt brucewillis emilyblunt
96612,compliance (2012),drama thriller,craigzobel,sexual humiliation forced to strip fast food restaurant female frontal nudity,anndowd mattservitto dreamawalker
96616,that's my boy (2012),comedy,davidcaspe,statutory rape male objectification teacher student relationship argument,adamsandler andysamberg leightonmeester
96621,arthur and the revenge of maltazard (arthur et la vengeance de maltazard) (2009),animation children fantasy,patricegarcia,sequel second part fairy prince,freddiehighmore selenagomez miafarrow
96634,apartment 143 (2011),horror thriller,rodrigocortés,found footage supernatural power psychotronic film apartment,francescgarrido fionaglascott rickgonzalez
96638,klitschko (2011),documentary,sebastiandehnhardt,two brothers boxing champion sweat ukrainian abroad,lamonbrewster chrisbyrd berndbönte
96640,kinyarwanda (2011),drama romance,alrickbrown,rwandan genocide kigali rwanda fatwa mufti,cassandrafreeman edouardbamporiki cleophaskabasita
96655,robot & frank (2012),comedy drama sci-fi,christopherford,burglary robot dementia thief,franklangella jamesmarsden livtyler
96664,where do we go now? (2011),comedy drama,thomasbidegain,religious conflict strong female lead woman title directed by female,claudebazmoussawbaa laylahakim nadinelabaki
96667,ai weiwei: never sorry (2012),documentary,alisonklayman,cat artist china social activism,weiweiai danai laoai
96679,love hina again (2002),animation comedy drama,yûjiueda,fanservice tv mini series talking cat stepsister,yûjiueda yuihorie satsukiyukino
96687,jesus henry christ (2012),comedy,dennislee,single mother biological father in vitro fertilization artificial insemination,tonicollette michaelsheen jasonspevack
96689,pirates of the great salt lake (2006),adventure comedy,e.r.nelson,pirate salt lake city utah cornfield urn,kirbyheyborne trentonjames larrybagby
96691,resident evil: retribution (2012),action horror sci-fi imax,paulw.s.anderson,zombie umbrella corporation rescue,millajovovich siennaguillory michellerodriguez
96693,trouble with the curve (2012),drama,randybrown,baseball baseball scout baseball game kiss on the lips,clinteastwood chelcieross raymondanthonythomas
96700,360 (2011),drama,petermorgan,cheating wife briefcase of money breasts hairy chest,luciasiposová gabrielamarcinková johanneskrisch
96702,close (2004),drama,marcuslenz,bath topless female nudity,christophbach juleböwe juliarichter
96704,detroit (2003),drama,jan-christophglaser,place name in title bathroom vision suicide note,christophbach dianamaier johanneslang
96726,lola versus (2012),comedy romance,zoelister-jones,new york city boyfriend birthday wedding dress,gretagerwig joelkinnaman zoelister-jones
96728,"master, the (2012)",drama,paulthomasanderson,female frontal nudity topless female nudity bare breasts past life regression,joaquinphoenix pricecarson mikehoward
96732,"love movie, the (rakkauselokuva) (1984)",comedy drama,anssimänttäri,loner fatherhood middle aged man divorced man,liisahalonen anttilitja markkutoikka
96737,dredd (2012),action sci-fi,johnwagner,post apocalypse cyberpunk dystopia based on comic,karlurban rachelwood andilemngadi
96751,arbitrage (2012),drama thriller,nicholasjarecki,dead body with eyes open false evidence new york city strong female character,richardgere susansarandon timroth
96753,blue like jazz (2012),comedy drama,donaldmiller,college texas church screenplay adapted by author,marshallallman claireholt taniaraymonde
96755,manual of love 2 (manuale d'amore (capitoli successivi)) (2007),comedy romance,giovanniveronesi,anthology film omnibus film portmanteau film collection of short films,carloverdone monicabellucci riccardoscamarcio
96757,"friends at the margherita cafe, the (gli amici del bar margherita) (2009)",comedy drama romance,pupiavati,bologna friend bar 1950s,diegoabatantuono laurachiatti fabiodeluigi
96762,detropia (2012),documentary,rachelgrady,manufacturing urban decay deindustrialization downsizing,noahstewart rachelegilmnore michaelwanko
96771,"chemical brothers: don't think, the (2012)",musical,seefullsummary,electronic music live performance,thechemicalbrothers tomrowlands edsimons
96775,"perfect murder, the (1988)",action comedy crime thriller,zafarhai,police secretary criminologist bombay india,naseeruddinshah stellanskarsgård amjadkhan
96794,chromeskull: laid to rest 2 (2011),horror,roberthall,sequel returning character with different actor masked killer serial killer,brianaustingreen thomasdekker mimimichaels
96799,puckoon (2002),comedy,terenceryan,ireland border coffin church,seanhughes elliottgould daragho'malley
96801,dolan's cadillac (2009),crime thriller,richarddooling,two word title murder of a witness mobster horse,christianslater emmanuellevaugier wesbentley
96803,"pig's tale, a (1996)",adventure comedy drama romance,paultassie,bully crush boy summer,joeflaherty seanbabb mikedamus
96805,nobody knows anybody (nadie conoce a nadie) (1999),romance thriller,juanbonilla,repetition in title claim in title male objectification bare chested male,eduardonoriega jordimollà nataliaverbeke
96807,breathless (2012),thriller,jessebaget,sheriff white trash cigarette smoking friendship between women,ginagershon valkilmer kelligiddish
96811,end of watch (2012),crime drama thriller,davidayer,street gang police lapd police officer,jakegyllenhaal michaelpeña nataliemartinez
96815,v/h/s (2012),horror thriller,davidbruckner,female frontal nudity found footage anthology male full frontal nudity,calvinreeder lanehughes kentuckeraudley
96821,"perks of being a wallflower, the (2012)",drama romance,stephenchbosky,coming of age high school gay mental illness,loganlerman dylanmcdermott katewalsh
96829,"hunt, the (jagten) (2012)",drama,tobiaslindholm,kindergarten teacher hunt gunshot punched in the face,madsmikkelsen thomasbolarsen annikawedderkopp
96832,holy motors (2012),drama fantasy musical mystery sci-fi,leoscarax,graveyard fake beard and mustache erotic dance musical sequence,denislavant edithscob evamendes
96834,knuckleball! (2012),documentary,annesundberg,baseball professional sports boston red sox,timwakefield davelennon jimbouton
96840,"hunter, the (2010)",thriller,rafipitts,accidental murder ex convict random murder forest,rafipitts mitrahajjar malekjahankhazai
96842,behind the burly q: the story of burlesque in america (2010),documentary,lesliezemeckis,social history feminism interview female nudity,budabbott alanalda joanarline
96849,sparkle (2012),drama musical,marabrockakil,woman remake character name as title girl group,jordinsparksthomas whitneyhouston derekluke
96853,thin ice (2011),comedy crime drama,jillsprecher,salesman f rated,gregkinnear johnpaulgamoke davidharbour
96857,red lights (2012),drama mystery thriller,rodrigocortés,psychic revelation obsession younger version of character,cillianmurphy sigourneyweaver robertdeniro
96861,taken 2 (2012),action crime drama thriller,lucbesson,police corruption cut hood danger,liamneeson maggiegrace famkejanssen
96863,"paperboy, the (2012)",thriller,peterdexter,male nudity florida paperboy reporter,zacefron matthewmcconaughey nicolekidman
96865,sam peckinpah: man of iron (1993),documentary,pauljoyce,filmmaker,sampeckinpah alansharp katherinehaber
96868,shut up and play the hits (2012),documentary,willlovelace,madison square garden six word title imperative in title interview,jamesmurphy chuckklosterman keithwood
96897,bleach: fade to black (bur&#299;chi fade to black kimi no na o yobu) (2008),animation,natsukotakahashi,weapon ichigo kurosaki character handheld weapon rukia kuchiki character,masakazumorita fumikoorikasa ayahirano
96903,in passing (2011),drama fantasy mystery,christophermichaelbeer,anthology film portmanteau film omnibus film collective filmmaking,georgevalbeer liammaves heidielisebeaver
96907,nanayo (nanayomachi) (2008),drama,kyôkoinukai,thailand f rated week thai massage,kyokohasegawa grégoirecolin junmurakami
